product_category_name,qty,freight_price,unit_price,product_weight_g,product_score,customers,weekday,weekend,holiday,month,sales_rate,volume,comp_1,ps1,fp1,comp_2,ps2,fp2,comp_3,ps3,fp3,lag_price
consoles_games,28,13.64535714,24.5,150,4.2,49,22,8,4,11,23.72881356,2304,24.5,4.2,13.64535714,24.5,3.9,13.65217391,24.5,4.2,13.64535714,21.54285714
consoles_games,16,12.87375,24.5,150,4.2,30,21,10,1,12,13.55932203,2304,24.5,4.2,12.87375,24.5,3.9,13.52470588,24.5,4.2,12.87375,24.5
consoles_games,5,15.256,32.5,150,4.2,6,20,8,2,2,20.83333333,2304,32.5,4.2,15.256,32.5,3.9,11.85,32.5,4.2,15.256,32.45
consoles_games,6,18.05666667,32.5,150,4.2,13,22,9,1,3,25.0,2304,32.5,4.2,18.05666667,32.74285714,3.9,14.02714286,32.5,4.2,18.05666667,32.5
consoles_games,7,12.98571429,35.05714286,150,4.2,13,21,9,1,4,29.16666667,2304,35.05714286,4.2,12.98571429,34.2,3.9,15.015,35.05714286,4.2,12.98571429,32.5
consoles_games,3,15.87,36.2,150,4.2,3,23,8,3,5,12.5,2304,36.2,4.2,15.87,36.2,4.2,15.87,36.2,4.2,15.87,35.05714286
consoles_games,2,18.35,36.2,150,4.2,2,21,9,0,6,8.333333333,2304,36.2,4.2,18.35,36.2,4.2,18.35,36.2,4.2,18.35,36.2
consoles_games,1,22.18,36.2,150,4.2,1,22,9,1,7,7.59180791,2304,36.2,4.2,22.18,36.2,4.2,22.18,36.2,4.2,22.18,36.2
garden_tools,1,17.16,59.9,1800,4.2,17,20,10,2,4,7.879612825,32560,59.9,4.2,17.16,59.9,4.2,17.16,59.9,4.2,17.16,59.85
garden_tools,1,13.44,59.9,1800,4.2,34,23,8,1,5,8.756805808,32560,59.9,4.1,19.7325,59.9,4.2,26.24666667,59.9,4.2,13.44,59.9
garden_tools,4,17.67,59.9,1800,4.2,74,21,10,1,7,8.711433757,32560,59.9,4.1,16.62642857,59.9,4.2,16.11157895,59.9,4.1,15.39230769,59.85
garden_tools,6,16.26,59.9,1800,4.2,113,23,8,1,8,11.31276467,32560,59.9,4.1,18.16230769,59.9,4.2,17.68111111,59.9,4.1,18.05043478,59.9
garden_tools,5,16.782,59.9,1800,4.2,115,21,9,1,9,8.620689655,32560,59.9,4.1,17.18702703,59.9,4.2,16.81176471,59.9,4.1,16.29461538,59.9
garden_tools,11,14.80727273,59.9,1800,4.2,146,22,9,2,10,18.96551724,32560,59.9,4.1,18.06589744,59.9,4.2,17.59548387,59.9,4.1,16.81416667,59.9
garden_tools,20,16.016,51.32222222,1800,4.2,339,22,8,4,11,34.48275862,32560,52.40694444,4.1,17.06747253,53.64828125,4.2,16.07586207,53.78571429,4.1,18.27550725,59.9
garden_tools,10,18.103,56.97777778,1800,4.2,184,21,10,1,12,17.24137931,32560,55.1,4.1,15.75960784,55.425,4.2,19.184375,55.75,4.1,17.26727273,51.32222222
garden_tools,11,21.98272727,49.9,1800,4.2,137,23,8,2,1,19.29824561,32560,49.9,4.1,19.495,49.9,4.2,15.84103448,49.9,4.1,16.50512821,56.97777778
garden_tools,8,14.08375,51.4,1800,4.2,160,20,8,2,2,14.03508772,32560,50.54516129,4.1,16.61153846,50.9,4.2,17.51944444,50.35714286,4.1,18.281875,49.9
garden_tools,3,21.35,53.9,1800,4.2,116,22,9,1,3,5.263157895,32560,53.9,4.1,20.35967742,53.9,4.2,21.85285714,53.9,4.1,19.02423077,51.4
garden_tools,8,19.56375,53.9,1800,4.2,111,21,9,1,4,7.879612825,32560,53.9,4.1,5.28173913,53.9,4.2,19.46846154,53.9,4.1,19.07142857,53.9
garden_tools,9,16.46,52.9,1800,4.2,102,23,8,3,5,8.756805808,32560,53.41515152,4.1,10.75303571,53.70952381,4.2,13.51034483,53.05789474,4.1,12.98,53.9
garden_tools,5,23.122,49.9,1800,4.2,58,21,9,0,6,8.771929825,32560,49.9,4.1,19.89083333,49.9,4.2,23.25166667,49.9,4.1,22.87866667,52.9
garden_tools,6,20.99,49.9,1800,4.2,54,22,9,1,7,8.711433757,32560,49.91,4.1,28.37333333,49.9,4.2,33.28142857,49.9,4.1,20.99,49.9
garden_tools,7,24.48142857,49.9,1800,4.2,46,23,8,1,8,11.31276467,32560,49.91,4.1,20.32833333,49.9,4.2,36.442,49.9,4.1,32.32,49.9
health_beauty,11,11.75090909,19.99,100,4.3,19,20,8,2,2,14.94444444,4500,19.99,4.3,11.75090909,19.99,4.3,11.75090909,64.99,3.9,15.348,19.94
health_beauty,9,13.81888889,19.99,100,4.3,25,23,8,1,3,9.142857143,4500,19.99,4.3,13.81888889,89.99,4.1,13.02,64.99,3.9,17.26222222,19.99
health_beauty,13,18.03846154,19.99,100,4.3,23,20,10,2,4,5.777777778,4500,19.99,4.3,18.03846154,19.99,4.3,18.03846154,64.99,3.9,15.16888889,19.99
health_beauty,16,14.8475,19.99,100,4.3,41,23,8,1,5,9.805555556,4500,19.99,4.3,14.8475,89.99,4.1,16.09833333,64.99,3.9,14.811875,19.99
health_beauty,21,12.68333333,19.99,100,4.3,53,22,8,1,6,7.345238095,4500,19.99,4.3,12.68333333,89.99,4.1,14.16333333,58.79952381,3.9,13.90333333,19.99
health_beauty,29,11.13517241,19.99,100,4.3,61,21,10,1,7,9.123015873,4500,19.99,4.3,11.13517241,89.99,4.1,12.11882353,59.25666667,3.9,17.998,19.99
health_beauty,28,14.27678571,23.39740741,100,4.3,82,23,8,1,8,8.007936508,4500,23.39740741,4.3,14.27678571,89.99,4.1,13.41055556,58.99,3.9,16.24090909,19.99
health_beauty,24,16.12,23.99,100,4.3,89,21,9,1,9,10.66666667,4500,23.99,4.3,16.12,89.99,4.1,13.96428571,58.99,3.9,15.6392,23.39740741
health_beauty,27,13.13666667,23.99,100,4.3,81,22,9,2,10,12.0,4500,23.99,4.3,13.13666667,89.99,4.1,16.56291667,58.99,3.9,19.06526316,23.99
health_beauty,28,12.37535714,23.99,100,4.3,139,22,8,4,11,12.44444444,4500,23.99,4.3,12.37535714,89.99,4.1,16.99038462,58.99,3.9,15.71166667,23.99
health_beauty,19,12.45684211,23.99,100,4.3,112,21,10,1,12,8.444444444,4500,23.99,4.3,12.45684211,89.99,4.1,15.89473684,58.99,3.9,16.33222222,23.99
health_beauty,19,11.28736842,23.99,100,4.3,98,23,8,2,1,33.92857143,4500,23.99,4.3,11.28736842,89.99,4.1,14.811,58.99,3.9,22.67833333,23.99
health_beauty,14,12.55,23.99,100,4.3,126,20,8,2,2,14.94444444,4500,23.99,4.3,12.55,89.99,4.1,16.30764706,58.99,3.9,19.575,23.99
health_beauty,8,14.19875,23.99,100,4.3,169,22,9,1,3,9.142857143,4500,23.99,4.3,14.19875,83.74,4.1,11.876875,58.99,3.9,15.228,23.99
health_beauty,7,7.988571429,23.99,100,4.3,159,23,8,3,5,9.805555556,4500,23.99,4.3,7.988571429,79.99,4.1,21.943125,58.99,3.9,9.4225,23.94
health_beauty,3,16.27,23.99,100,4.3,131,21,9,0,6,7.345238095,4500,23.99,4.3,16.27,79.99,4.1,13.36230769,58.99,3.9,16.43,23.99
health_beauty,3,18.81,23.99,100,4.3,113,22,9,1,7,9.123015873,4500,23.99,4.3,18.81,79.99,4.1,16.745,58.99,3.9,7.67,23.99
health_beauty,2,16.77,23.99,100,4.3,127,23,8,1,8,8.007936508,4500,23.99,4.3,16.77,82.82142857,4.1,12.41857143,58.99,3.9,12.08333333,23.99
cool_stuff,1,15.7,134.99,2425,3.8,42,21,10,1,7,1.428571429,16530,99.99,4.2,16.52909091,129.99,4.3,18.715625,134.99,3.8,15.7,134.94
cool_stuff,1,15.7,134.99,2425,3.8,39,23,8,1,8,1.428571429,16530,99.99,4.2,18.975,116.9275,4.3,19.02125,134.99,3.8,15.7,134.99
cool_stuff,12,18.755,146.99,2425,3.8,33,22,9,2,10,17.14285714,16530,99.99,4.2,16.95,119.99,4.3,19.997,146.99,3.8,18.755,146.94
cool_stuff,27,20.83703704,157.3603704,2425,3.8,42,22,8,4,11,38.57142857,16530,99.99,4.2,16.1875,129.99,4.3,22.67444444,157.3603704,3.8,20.83703704,146.99
cool_stuff,29,24.47137931,166.99,2425,3.8,38,21,10,1,12,41.42857143,16530,99.99,4.2,15.26666667,129.99,4.3,25.59,166.99,3.8,24.47137931,157.3603704
cool_stuff,13,25.28615385,166.99,2425,3.8,102,23,8,2,1,34.21052632,16530,99.99,4.2,16.54,129.99,4.3,17.41,29.5,4.4,16.53263158,166.99
cool_stuff,8,22.87625,176.99,2425,3.8,20,20,8,2,2,21.05263158,16530,99.99,4.2,13.72,129.99,4.3,16.71,176.99,3.8,22.87625,166.99
cool_stuff,11,23.95454545,173.8081818,2425,3.8,45,22,9,1,3,28.94736842,16530,99.99,4.2,20.78,129.99,4.3,18.49,35.0,4.4,16.25615385,176.99
cool_stuff,6,24.87833333,169.99,2425,3.8,18,21,9,1,4,15.78947368,16530,89.86333333,4.2,19.87666667,129.99,4.3,23.49,35.0,4.4,14.845,173.8081818
health_beauty,1,44.63,110.99,700,4.1,98,23,8,2,1,0.641025641,5700,23.99,4.3,11.28736842,89.99,4.1,14.811,58.99,3.9,22.67833333,110.94
health_beauty,2,20.55,110.99,700,4.1,126,20,8,2,2,1.282051282,5700,23.99,4.3,12.55,89.99,4.1,16.30764706,58.99,3.9,19.575,110.99
health_beauty,9,38.19222222,110.99,700,4.1,169,22,9,1,3,5.769230769,5700,23.99,4.3,14.19875,83.74,4.1,11.876875,58.99,3.9,15.228,110.99
health_beauty,13,37.09153846,116.5284615,700,4.1,118,21,9,1,4,8.333333333,5700,116.5284615,4.1,37.09153846,79.99,4.1,14.485,58.99,3.9,16.30272727,110.99
health_beauty,23,31.5826087,119.99,700,4.1,159,23,8,3,5,14.74358974,5700,23.99,4.3,7.988571429,79.99,4.1,21.943125,58.99,3.9,9.4225,116.5284615
health_beauty,43,35.51837209,122.99,700,4.1,131,21,9,0,6,27.56410256,5700,23.99,4.3,16.27,79.99,4.1,13.36230769,58.99,3.9,16.43,119.99
health_beauty,33,33.01,122.99,700,4.1,113,22,9,1,7,21.15384615,5700,23.99,4.3,18.81,79.99,4.1,16.745,58.99,3.9,7.67,122.99
health_beauty,32,36.941875,122.99,700,4.1,127,23,8,1,8,20.51282051,5700,23.99,4.3,16.77,82.82142857,4.1,12.41857143,58.99,3.9,12.08333333,122.99
perfumery,4,18.4525,56.99,250,4.3,4,22,8,1,6,4.166666667,3360,56.99,4.3,18.4525,56.99,4.3,18.4525,56.99,4.3,18.4525,56.94
perfumery,7,11.75,56.99,250,4.3,7,21,10,1,7,13.16964286,3360,56.99,4.3,11.75,56.99,4.3,11.75,56.99,4.3,11.75,56.99
perfumery,7,13.58857143,56.99,250,4.3,8,23,8,1,8,8.407738095,3360,56.99,4.3,13.58857143,142.5,4.4,15.75,56.99,4.3,13.58857143,56.99
perfumery,17,13.74117647,56.99,250,4.3,18,21,9,1,9,17.70833333,3360,56.99,4.3,13.74117647,142.5,4.4,9.19,56.99,4.3,13.74117647,56.99
perfumery,17,12.29294118,56.99,250,4.3,19,22,9,2,10,17.70833333,3360,56.99,4.3,12.29294118,142.5,4.4,17.15,56.99,4.3,12.29294118,56.99
perfumery,20,12.714,56.99,250,4.3,27,22,8,4,11,20.83333333,3360,56.99,4.3,12.714,118.05,4.4,14.29375,56.99,4.3,12.714,56.99
perfumery,24,13.82,56.99,250,4.3,34,21,10,1,12,25.0,3360,56.99,4.3,13.82,118.0,4.4,11.02666667,56.99,4.3,13.82,56.99
perfumery,10,12.215,56.99,250,4.3,15,23,8,2,1,23.80952381,3360,56.99,4.3,12.215,117.9,4.4,14.03833333,56.99,4.3,12.215,56.99
perfumery,4,14.5575,56.99,250,4.3,12,20,8,2,2,9.523809524,3360,56.99,4.3,14.5575,117.8888889,4.4,13.88090909,56.99,4.3,14.5575,56.99
perfumery,14,15.19642857,50.49,250,4.3,18,22,9,1,3,33.33333333,3360,50.49,4.3,15.19642857,117.7,4.4,15.175,50.49,4.3,15.19642857,56.99
perfumery,2,13.665,49.99,250,4.3,10,21,9,1,4,4.761904762,3360,49.99,4.3,13.665,117.975,4.4,21.65,49.99,4.3,13.665,50.49
perfumery,8,12.5225,49.99,250,4.3,13,22,9,1,7,13.16964286,3360,49.99,4.3,12.5225,118.7,4.4,15.978,49.99,4.3,12.5225,49.94
perfumery,4,12.28,49.99,250,4.3,19,23,8,1,8,8.407738095,3360,49.99,4.3,12.28,116.9066667,4.4,17.79058824,49.99,4.3,12.28,49.99
cool_stuff,2,21.17,99.99,4475,4.3,33,20,10,2,4,9.703196347,32736,99.99,4.2,14.20235294,129.99,4.3,17.39642857,99.99,4.3,21.17,99.94
cool_stuff,18,15.57722222,99.99,4475,4.3,58,23,8,1,5,24.65753425,32736,99.99,4.2,15.02090909,129.99,4.3,18.27277778,99.99,4.3,15.57722222,99.99
cool_stuff,11,20.49090909,99.99,4475,4.3,42,22,8,1,6,15.06849315,32736,99.99,4.2,13.82642857,129.99,4.3,17.06117647,99.99,4.3,20.49090909,99.99
cool_stuff,14,19.91214286,99.99,4475,4.3,42,21,10,1,7,19.17808219,32736,99.99,4.2,16.52909091,129.99,4.3,18.715625,99.99,4.3,19.91214286,99.99
cool_stuff,8,18.22875,99.99,4475,4.3,39,23,8,1,8,10.95890411,32736,99.99,4.2,18.975,116.9275,4.3,19.02125,99.99,4.3,18.22875,99.99
cool_stuff,6,17.78166667,99.99,4475,4.3,10,21,9,1,9,8.219178082,32736,99.99,4.2,15.93333333,99.99,4.3,17.78166667,29.5,4.4,11.73,99.99
cool_stuff,9,18.51888889,99.99,4475,4.3,33,22,9,2,10,12.32876712,32736,99.99,4.2,16.95,119.99,4.3,19.997,99.99,4.3,18.51888889,99.99
cool_stuff,2,17.45,99.99,4475,4.3,42,22,8,4,11,2.739726027,32736,99.99,4.2,16.1875,129.99,4.3,22.67444444,99.99,4.3,17.45,99.99
cool_stuff,3,17.95,99.99,4475,4.3,38,21,10,1,12,4.109589041,32736,99.99,4.2,15.26666667,129.99,4.3,25.59,99.99,4.3,17.95,99.99
cool_stuff,6,15.90166667,99.99,4475,4.3,102,23,8,2,1,25.0,32736,99.99,4.2,16.54,129.99,4.3,17.41,29.5,4.4,16.53263158,99.99
cool_stuff,9,19.08111111,99.99,4475,4.3,20,20,8,2,2,37.5,32736,99.99,4.2,13.72,129.99,4.3,16.71,99.99,4.3,19.08111111,99.99
cool_stuff,5,17.592,97.952,4475,4.3,45,22,9,1,3,20.83333333,32736,99.99,4.2,20.78,129.99,4.3,18.49,35.0,4.4,16.25615385,99.99
cool_stuff,4,18.195,84.6925,4475,4.3,18,21,9,1,4,9.703196347,32736,89.86333333,4.2,19.87666667,129.99,4.3,23.49,35.0,4.4,14.845,97.952
health_beauty,6,13.02,89.99,250,4.1,25,23,8,1,3,9.134440538,3960,19.99,4.3,13.81888889,89.99,4.1,13.02,64.99,3.9,17.26222222,89.94
health_beauty,6,16.09833333,89.99,250,4.1,41,23,8,1,5,9.134440538,3960,19.99,4.3,14.8475,89.99,4.1,16.09833333,64.99,3.9,14.811875,89.94
health_beauty,9,14.16333333,89.99,250,4.1,53,22,8,1,6,8.83440417,3960,19.99,4.3,12.68333333,89.99,4.1,14.16333333,58.79952381,3.9,13.90333333,89.99
health_beauty,17,12.11882353,89.99,250,4.1,61,21,10,1,7,10.24669657,3960,19.99,4.3,11.13517241,89.99,4.1,12.11882353,59.25666667,3.9,17.998,89.99
health_beauty,18,13.41055556,89.99,250,4.1,82,23,8,1,8,9.261728694,3960,23.39740741,4.3,14.27678571,89.99,4.1,13.41055556,58.99,3.9,16.24090909,89.99
health_beauty,21,13.96428571,89.99,250,4.1,89,21,9,1,9,14.38356164,3960,23.99,4.3,16.12,89.99,4.1,13.96428571,58.99,3.9,15.6392,89.99
health_beauty,24,16.56291667,89.99,250,4.1,81,22,9,2,10,16.43835616,3960,23.99,4.3,13.13666667,89.99,4.1,16.56291667,58.99,3.9,19.06526316,89.99
health_beauty,26,16.99038462,89.99,250,4.1,139,22,8,4,11,17.80821918,3960,23.99,4.3,12.37535714,89.99,4.1,16.99038462,58.99,3.9,15.71166667,89.99
health_beauty,19,15.89473684,89.99,250,4.1,112,21,10,1,12,13.01369863,3960,23.99,4.3,12.45684211,89.99,4.1,15.89473684,58.99,3.9,16.33222222,89.99
health_beauty,20,14.811,89.99,250,4.1,98,23,8,2,1,17.69911504,3960,23.99,4.3,11.28736842,89.99,4.1,14.811,58.99,3.9,22.67833333,89.99
health_beauty,17,16.30764706,89.99,250,4.1,126,20,8,2,2,15.04424779,3960,23.99,4.3,12.55,89.99,4.1,16.30764706,58.99,3.9,19.575,89.99
health_beauty,16,11.876875,83.74,250,4.1,169,22,9,1,3,9.134440538,3960,23.99,4.3,14.19875,83.74,4.1,11.876875,58.99,3.9,15.228,89.99
health_beauty,14,14.485,79.99,250,4.1,118,21,9,1,4,12.38938053,3960,79.99,4.1,14.485,79.99,4.1,14.485,58.99,3.9,16.30272727,83.74
health_beauty,16,21.943125,79.99,250,4.1,159,23,8,3,5,9.134440538,3960,23.99,4.3,7.988571429,79.99,4.1,21.943125,58.99,3.9,9.4225,79.99
health_beauty,13,13.36230769,79.99,250,4.1,131,21,9,0,6,8.83440417,3960,23.99,4.3,16.27,79.99,4.1,13.36230769,58.99,3.9,16.43,79.99
health_beauty,10,16.745,79.99,250,4.1,113,22,9,1,7,10.24669657,3960,23.99,4.3,18.81,79.99,4.1,16.745,58.99,3.9,7.67,79.99
health_beauty,7,12.41857143,82.82142857,250,4.1,127,23,8,1,8,9.261728694,3960,23.99,4.3,16.77,82.82142857,4.1,12.41857143,58.99,3.9,12.08333333,79.99
garden_tools,13,15.39230769,59.9,1650,4.1,74,21,10,1,7,4.072301967,19800,59.9,4.1,16.62642857,59.9,4.2,16.11157895,59.9,4.1,15.39230769,59.85
garden_tools,23,18.05043478,59.9,1650,4.1,113,23,8,1,8,7.387028177,19800,59.9,4.1,18.16230769,59.9,4.2,17.68111111,59.9,4.1,18.05043478,59.9
garden_tools,13,16.29461538,59.9,1650,4.1,115,21,9,1,9,6.565656566,19800,59.9,4.1,17.18702703,59.9,4.2,16.81176471,59.9,4.1,16.29461538,59.9
garden_tools,36,16.81416667,59.9,1650,4.1,146,22,9,2,10,18.18181818,19800,59.9,4.1,18.06589744,59.9,4.2,17.59548387,59.9,4.1,16.81416667,59.9
garden_tools,69,18.27550725,53.78571429,1650,4.1,339,22,8,4,11,34.84848485,19800,52.40694444,4.1,17.06747253,53.64828125,4.2,16.07586207,53.78571429,4.1,18.27550725,59.9
garden_tools,44,17.26727273,55.75,1650,4.1,184,21,10,1,12,22.22222222,19800,55.1,4.1,15.75960784,55.425,4.2,19.184375,55.75,4.1,17.26727273,53.78571429
garden_tools,39,16.50512821,49.9,1650,4.1,137,23,8,2,1,20.52631579,19800,49.9,4.1,19.495,49.9,4.2,15.84103448,49.9,4.1,16.50512821,55.75
garden_tools,48,18.281875,50.35714286,1650,4.1,160,20,8,2,2,25.26315789,19800,50.54516129,4.1,16.61153846,50.9,4.2,17.51944444,50.35714286,4.1,18.281875,49.9
garden_tools,26,19.02423077,53.9,1650,4.1,116,22,9,1,3,13.68421053,19800,53.9,4.1,20.35967742,53.9,4.2,21.85285714,53.9,4.1,19.02423077,50.35714286
garden_tools,28,19.07142857,53.9,1650,4.1,111,21,9,1,4,14.73684211,19800,53.9,4.1,5.28173913,53.9,4.2,19.46846154,53.9,4.1,19.07142857,53.9
garden_tools,25,12.98,53.05789474,1650,4.1,102,23,8,3,5,13.15789474,19800,53.41515152,4.1,10.75303571,53.70952381,4.2,13.51034483,53.05789474,4.1,12.98,53.9
garden_tools,15,22.87866667,49.9,1650,4.1,58,21,9,0,6,7.894736842,19800,49.9,4.1,19.89083333,49.9,4.2,23.25166667,49.9,4.1,22.87866667,53.05789474
garden_tools,3,20.99,49.9,1650,4.1,54,22,9,1,7,4.072301967,19800,49.91,4.1,28.37333333,49.9,4.2,33.28142857,49.9,4.1,20.99,49.9
garden_tools,6,32.32,49.9,1650,4.1,46,23,8,1,8,7.387028177,19800,49.91,4.1,20.32833333,49.9,4.2,36.442,49.9,4.1,32.32,49.9
computers_accessories,1,14.92,167.0,207,3.5,31,22,9,2,10,33.33333333,2926,154.6958824,4.2,43.88117647,167.0,3.5,14.92,167.0,3.5,14.92,166.95
computers_accessories,2,13.44,119.9,207,3.5,35,21,10,1,12,66.66666667,2926,149.99,4.2,38.57,119.9,3.5,13.44,109.9,3.5,25.24916667,119.85
computers_accessories,57,12.23912281,93.09489362,207,3.5,152,23,8,2,1,45.96774194,2926,156.5113514,4.2,36.8072093,150.3545455,4.3,22.54772727,97.6425,3.5,14.84655172,119.9
computers_accessories,45,11.51311111,77.155,207,3.5,202,20,8,2,2,36.29032258,2926,149.0,4.2,41.16322581,149.9,4.3,26.55289855,78.7122807,3.5,14.53591549,93.09489362
computers_accessories,6,17.55333333,88.0,207,3.5,127,22,9,1,3,4.838709677,2926,136.1428571,4.2,48.0475,149.9,4.3,28.47588235,81.02391304,3.5,18.22148148,77.155
computers_accessories,10,10.869,88.0,207,3.5,107,21,9,1,4,8.064516129,2926,120.9230769,4.2,27.25303571,149.9,4.3,30.22742857,80.66666667,3.5,18.17230769,88.0
computers_accessories,3,21.82666667,89.9,207,3.5,66,21,9,0,6,2.419354839,2926,114.4911538,4.2,53.62555556,149.9,4.3,27.62666667,78.9,3.5,17.328,89.85
